genomes,primary_dbxref,displayname,uniquename,stx1_subtype,stx2_subtype,isolation_host,strain,serotype,isolation_date,isolation_source,syndrome,isolation_location
public_2832903,genbank: JHNT00000000.1,O26:H11 Str. 03-3500,O26:H11 Str. 03-3500,1a,undefined,undefined,03-3500,O26:H11,undefined,undefined,undefined,United States
public_2879194,genbank: JOSC00000000.1,6-537-08_S1_C2,6-537-08_S1_C2,undefined,undefined,Homo sapiens (human),6-537-08_S1_C2,undefined,2009-01-15,Stool,undefined,Tanzania
public_2707111,genbank: APXR00000000.1,P0298942.11,P0298942.11,undefined,undefined,Homo sapiens (human),P0298942.11,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2878119,genbank: JORU00000000.1,7-233-03_S1_C3,7-233-03_S1_C3,undefined,undefined,Homo sapiens (human),7-233-03_S1_C3,undefined,2009-01-27,Stool,undefined,Tanzania
public_2607904,genbank: AIGX00000000.1,DEC11C,DEC11C,1a,undefined,Homo sapiens (human),DEC11C,O45:H2,1983-01-01,undefined,undefined,"Michigan, USA"
public_2633624,genbank: AKLZ00000000.1,TW09195,TW09195,1a,undefined,Homo sapiens (human),TW09195,O157:H7,2003-01-01,undefined,undefined,United States
public_2751531,genbank: AVRQ00000000.1,14A,14A,1a,2c,Homo sapiens (human),14A,O157:H7,2012-01-18,undefined,undefined,"California, USA"
public_2691615,genbank: AOQG00000000.1,TOP293-1,TOP293-1,undefined,undefined,Homo sapiens (human),TOP293-1,undefined,2003-04-22,Stool,undefined,"Seattle, WA, USA"
public_2757613,genbank: AXTG00000000.1,907701,907701,undefined,undefined,Homo sapiens (human),907701,undefined,undefined,undefined,undefined,undefined
public_2662512,genbank: AMUZ00000000.1,EC1856,EC1856,undefined,undefined,Homo sapiens (human),EC1856,O157:H7,2009-01-01,undefined,undefined,United States
public_2753054,genbank: AVSC00000000.1,B17,B17,1a,2a,Homo sapiens (human),B17,O157:H7,2000-01-01,undefined,undefined,"Washington, DC, USA"
public_2773719,genbank: CAPM00000000.1,Nissle 1917,Nissle 1917,undefined,undefined,undefined,Nissle 1917,O6:K5:H1,undefined,Blood,undefined,undefined
public_2898903,genbank: JRGC00000000.1,77300132,77300132,undefined,undefined,Sus scrofa (pig),77300132,undefined,2003-01-01,undefined,undefined,Denmark
public_2698165,genbank: AOQW00000000.1,TOP2662-1,TOP2662-1,undefined,undefined,Homo sapiens (human),TOP2662-1,undefined,2005-04-27,Stool,undefined,"Seattle, WA, USA"
public_2854449,genbank: JNOE00000000.1,CS01,CS01,undefined,undefined,Homo sapiens (human),CS01,undefined,2013-06-24,Stool,undefined,"Santa Clara, CA, USA"
public_2828105,genbank: JHMU00000000.1,O111:NM Str. 2010C-4735,O111:NM Str. 2010C-4735,1a,undefined,undefined,2010C-4735,O111:NM,undefined,undefined,undefined,United States
public_2730773,genbank: AQCP00000000.1,MP021017.6,MP021017.6,undefined,undefined,Homo sapiens (human),MP021017.6,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2878753,genbank: JORZ00000000.1,8-415-05_S1_C1,8-415-05_S1_C1,undefined,undefined,Homo sapiens (human),8-415-05_S1_C1,undefined,2009-01-28,Stool,undefined,Tanzania
public_2577504,genbank: AFWB00000000.1,O104:H4 Str. H112180540,O104:H4 Str. H112180540,undefined,2a,Homo sapiens (human),H112180540,O104:H4,undefined,Stool,Bloody diarrhea,United Kingdom
public_2863622,genbank: JNQU00000000.1,2-316-03_S4_C3,2-316-03_S4_C3,undefined,undefined,Homo sapiens (human),2-316-03_S4_C3,undefined,2009-07-15,Stool,undefined,Tanzania
public_2752538,genbank: AVRY00000000.1,B112,B112,undefined,2a,Homo sapiens (human),B112,O157:H7,1999-01-01,undefined,undefined,"Washington, DC, USA"
public_2796772,genbank: JHFZ00000000.1,O111:NM Str. 2010C-3053,O111:NM Str. 2010C-3053,1a,2a,undefined,2010C-3053,O111:NM,undefined,undefined,undefined,United States
public_2848865,genbank: JNMD00000000.1,3-105-05_S4_C3,3-105-05_S4_C3,undefined,undefined,Homo sapiens (human),3-105-05_S4_C3,undefined,2009-07-09,Stool,undefined,Tanzania
public_2846576,genbank: JMGW00000000.1,1-176-05_S4_C2,1-176-05_S4_C2,undefined,undefined,Homo sapiens (human),1-176-05_S4_C2,undefined,2009-07-03,Stool,undefined,Tanzania
public_2693541,genbank: AOQN00000000.1,TOP550-3,TOP550-3,undefined,undefined,Homo sapiens (human),TOP550-3,undefined,2003-05-23,Stool,undefined,"Seattle, WA, USA"
public_2874916,genbank: JOQZ00000000.1,6-175-07_S3_C1,6-175-07_S3_C1,undefined,undefined,Homo sapiens (human),6-175-07_S3_C1,undefined,2009-04-15,Stool,undefined,Tanzania
public_2876227,genbank: JORI00000000.1,6-537-08_S1_C1,6-537-08_S1_C1,undefined,undefined,Homo sapiens (human),6-537-08_S1_C1,undefined,2009-01-15,Stool,undefined,Tanzania
public_2726473,genbank: AQBN00000000.1,P0305260.4,P0305260.4,undefined,undefined,Homo sapiens (human),P0305260.4,undefined,undefined,Stool,undefined,Bangladesh
public_2704303,genbank: APXF00000000.1,2741950,2741950,undefined,undefined,Homo sapiens (human),2741950,undefined,2007-01-01,undefined,undefined,Bangladesh
public_2858389,genbank: JNPP00000000.1,1-392-07_S3_C2,1-392-07_S3_C2,undefined,undefined,Homo sapiens (human),1-392-07_S3_C2,undefined,2009-04-09,Stool,undefined,Tanzania
public_2806504,genbank: JHHY00000000.1,O157:H7 Str. K5852,O157:H7 Str. K5852,1a,undefined,undefined,K5852,O157:H7,undefined,undefined,undefined,United States
public_2572640,genbank: AFRK00000000.1,O104:H4 Str. 09-7901,O104:H4 Str. 09-7901,undefined,2a,undefined,09-7901,O104:H4,undefined,undefined,undefined,undefined
public_2853627,genbank: JNNG00000000.1,2-052-05_S4_C1,2-052-05_S4_C1,undefined,undefined,Homo sapiens (human),2-052-05_S4_C1,undefined,2009-07-15,Stool,undefined,Tanzania
public_2747170,genbank: ATOC00000000.1,AB42554418-isolate1,AB42554418-isolate1,undefined,undefined,Homo sapiens (human),AB42554418-isolate1,undefined,undefined,Stool,Bacteremia,"Missouri, USA"
public_2784475,genbank: CCQZ00000000.1,103 Str. E. coli (2784475),103 Str. E. coli (2784475),1a,undefined,Homo sapiens (human),29755,103,2010-10-28,Stool,undefined,Norway
public_2739983,genbank: AQGI00000000.1,174900,174900,undefined,undefined,Homo sapiens (human),174900,undefined,undefined,Stool,undefined,Bangladesh
public_2596608,genbank: AIBK00000000.1,C717_10,C717_10,undefined,undefined,Homo sapiens (human),C717_10,undefined,undefined,Stool,undefined,Denmark
public_2736761,genbank: AQEA00000000.1,2747800,2747800,undefined,undefined,Homo sapiens (human),2747800,undefined,2007-01-01,Stool,undefined,Bangladesh
public_2875130,genbank: JORB00000000.1,6-175-07_S4_C1,6-175-07_S4_C1,undefined,undefined,Homo sapiens (human),6-175-07_S4_C1,undefined,2009-07-07,Stool,undefined,Tanzania
public_2796357,genbank: JHFX00000000.1,O26:H11 Str. 2010C-3472,O26:H11 Str. 2010C-3472,1a,undefined,undefined,2010C-3472,O26:H11,undefined,undefined,undefined,United States
public_2683192,genbank: ANUX00000000.1,KTE111,KTE111,undefined,undefined,Homo sapiens (human),KTE111,undefined,2010-01-01,undefined,undefined,Denmark
public_2608697,genbank: AIHI00000000.1,DEC13D,DEC13D,undefined,undefined,Homo sapiens (human),DEC13D,O128:H7,1979-01-01,undefined,undefined,Rwanda
public_2867995,genbank: JNRS00000000.1,3-020-07_S4_C2,3-020-07_S4_C2,undefined,undefined,Homo sapiens (human),3-020-07_S4_C2,undefined,2009-07-08,Stool,undefined,Tanzania
public_2819466,genbank: JHLE00000000.1,O157:H7 Str. 2011EL-2094,O157:H7 Str. 2011EL-2094,undefined,2a,undefined,2011EL-2094,O157:H7,undefined,undefined,undefined,United States
public_2726613,genbank: AQBO00000000.1,P0305260.5,P0305260.5,undefined,undefined,Homo sapiens (human),P0305260.5,undefined,undefined,Stool,undefined,Bangladesh
public_2862379,genbank: JNQM00000000.1,2-222-05_S1_C3,2-222-05_S1_C3,undefined,undefined,Homo sapiens (human),2-222-05_S1_C3,undefined,2009-01-23,Stool,undefined,Tanzania
public_2674511,genbank: ANLR00000000.1,95.1288,95.1288,undefined,undefined,Homo sapiens (human),95.1288,O157:H7,1995-01-01,undefined,undefined,United States
public_2688975,genbank: AOEN00000000.1,PA48,PA48,1a,2c,Homo sapiens (human),PA48,O157:H7,2008-01-01,undefined,undefined,United States
public_2749805,genbank: AVQY00000000.1,B29-1,B29-1,undefined,2a,Homo sapiens (human),B29-1,O157:H7,2000-01-01,undefined,undefined,"Washington, DC, USA"
public_2846810,genbank: JMKH00000000.1,SCB34,SCB34,undefined,undefined,Homo sapiens (human),SCB34,undefined,2013-04-01,Blood,Bacteremia,"Oklahoma City, OK, USA"
public_2708238,genbank: APXW00000000.1,P0298942.6,P0298942.6,undefined,undefined,Homo sapiens (human),P0298942.6,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2683532,genbank: ANVC00000000.1,KTE156,KTE156,undefined,undefined,Homo sapiens (human),KTE156,undefined,2010-01-01,undefined,undefined,Denmark
public_2738745,genbank: AQES00000000.1,P0299438.2,P0299438.2,undefined,undefined,Homo sapiens (human),P0299438.2,undefined,undefined,Stool,undefined,Bangladesh
public_2714041,genbank: APYZ00000000.1,P0302308.10,P0302308.10,undefined,undefined,Homo sapiens (human),P0302308.10,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2836114,genbank: JICF00000000.1,S7438,S7438,undefined,undefined,Homo sapiens (human),S7438,undefined,undefined,Stool,undefined,Kenya
public_2732514,genbank: AQCY00000000.1,BCE034_MS-14,BCE034_MS-14,undefined,undefined,Homo sapiens (human),BCE034_MS-14,undefined,2003-01-01,Stool,undefined,Bangladesh
public_2662967,genbank: AMVA00000000.1,EC1862,EC1862,undefined,undefined,Homo sapiens (human),EC1862,O157:H7,2009-01-01,undefined,undefined,United States
public_2833454,genbank: JHNW00000000.1,O174:H21 Str. 03-3269,O174:H21 Str. 03-3269,undefined,2d,undefined,03-3269,O174:H21,undefined,undefined,undefined,United States
public_2682919,genbank: ANUR00000000.1,KTE80,KTE80,undefined,undefined,Homo sapiens (human),KTE80,undefined,2010-01-01,undefined,undefined,Denmark
public_2682668,genbank: ANUM00000000.1,KTE67,KTE67,undefined,undefined,Homo sapiens (human),KTE67,undefined,2010-01-01,undefined,undefined,Denmark
public_2716957,genbank: APZL00000000.1,2854350,2854350,undefined,undefined,Homo sapiens (human),2854350,undefined,2008-01-01,undefined,undefined,Bangladesh
public_2570088,genbank: AEZM00000000.1,H30,H30,undefined,2c,Homo sapiens (human),H30,undefined,undefined,undefined,undefined,undefined
public_2837513,genbank: JJLM00000000.1,1-182-04_S4_C2,1-182-04_S4_C2,undefined,undefined,Homo sapiens (human),1-182-04_S4_C2,undefined,2009-07-04,Stool,undefined,Tanzania
public_2700159,genbank: AOUQ00000000.1,O91 (2700159),O91 (2700159),1a,undefined,Homo sapiens (human),O91,undefined,undefined,asymptomatic patient,Asymptomatic,South Korea
public_2605063,genbank: AIFJ00000000.1,DEC3F,DEC3F,undefined,2a,Homo sapiens (human),DEC3F,O157:H7,1989-01-01,undefined,undefined,Germany
public_2815686,genbank: JHKK00000000.1,O157:H7 Str. 2011EL-2111,O157:H7 Str. 2011EL-2111,undefined,2c,undefined,2011EL-2111,O157:H7,undefined,undefined,undefined,United States
public_2862484,genbank: JNQN00000000.1,2-222-05_S3_C3,2-222-05_S3_C3,undefined,undefined,Homo sapiens (human),2-222-05_S3_C3,undefined,2009-04-23,Stool,undefined,Tanzania
public_2665350,genbank: AMVE00000000.1,EC1868,EC1868,undefined,undefined,Homo sapiens (human),EC1868,O157:H7,2007-01-01,undefined,undefined,United States
public_2850380,genbank: JNMN00000000.1,3-267-03_S1_C2,3-267-03_S1_C2,undefined,undefined,Homo sapiens (human),3-267-03_S1_C2,undefined,2009-01-16,Stool,undefined,Tanzania
public_2847510,genbank: JMVL00000000.1,BIDMC 79,BIDMC 79,undefined,undefined,Homo sapiens (human),BIDMC 79,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2749069,genbank: AVDU00000000.1,95NR1,95NR1,1a,2a,Homo sapiens (human),95NR1,O111:NM,1995-01-01,Stool,Hemolytic-uremic syndrome,"Adelaide SA, Australia"
public_2585046,genbank: AHZE00000000.1,O104:H4 Str. ON2010,O104:H4 Str. ON2010,undefined,undefined,Homo sapiens (human),ON2010,O104:H4,2010-01-01,Stool,undefined,"Ontario, Canada"
public_2628230,genbank: AKLL00000000.1,PA28,PA28,undefined,undefined,Homo sapiens (human),PA28,O157:H7,2007-01-01,undefined,undefined,United States
public_2836591,genbank: JICI00000000.1,S6966,S6966,undefined,undefined,Homo sapiens (human),S6966,undefined,undefined,Stool,undefined,Kenya
public_2866711,genbank: JNRK00000000.1,2-474-04_S1_C2,2-474-04_S1_C2,undefined,undefined,Homo sapiens (human),2-474-04_S1_C2,undefined,2009-01-24,Stool,undefined,Tanzania
public_2574345,genbank: AFVA00000000.1,O104:H4 Str. 11-4632 C1,O104:H4 Str. 11-4632 C1,undefined,2a,undefined,11-4632 C1,O104:H4,undefined,undefined,undefined,undefined
public_2608349,genbank: AIHD00000000.1,DEC12D,DEC12D,undefined,undefined,Homo sapiens (human),DEC12D,O111:H2,1983-01-01,undefined,undefined,Peru
public_2608438,genbank: AIHE00000000.1,DEC12E,DEC12E,undefined,undefined,Homo sapiens (human),DEC12E,O111:NM,1986-01-01,undefined,undefined,Kenya
public_2724969,genbank: AQBD00000000.1,P0304816.6,P0304816.6,undefined,undefined,Homo sapiens (human),P0304816.6,undefined,undefined,Stool,undefined,Bangladesh
public_2574619,genbank: AFVR00000000.1,O104:H4 Str. TY-2482 (2574619),O104:H4 Str. TY-2482 (2574619),undefined,2a,Homo sapiens (human),TY-2482,O104:H4,2011-05-01,Stool,Hemolytic-uremic syndrome,Germany
public_2685115,genbank: ANXE00000000.1,KTE211,KTE211,undefined,undefined,Homo sapiens (human),KTE211,undefined,2010-01-01,undefined,undefined,undefined
public_2681161,genbank: ANTJ00000000.1,KTE204,KTE204,undefined,undefined,Homo sapiens (human),KTE204,undefined,2010-01-01,undefined,undefined,undefined
public_2877505,genbank: JORQ00000000.1,6-537-08_S3_C3,6-537-08_S3_C3,undefined,undefined,Homo sapiens (human),6-537-08_S3_C3,undefined,2009-04-15,Stool,undefined,Tanzania
public_2848569,genbank: JNMB00000000.1,3-105-05_S3_C2,3-105-05_S3_C2,undefined,undefined,Homo sapiens (human),3-105-05_S3_C2,undefined,2009-04-17,Stool,undefined,Tanzania
public_2786435,genbank: CP001368.1,O157:H7 Str. TW14359,O157:H7 Str. TW14359,undefined,2a,undefined,TW14359,O157:H7,undefined,undefined,undefined,undefined
public_2806717,genbank: JHIA00000000.1,O157:H7 Str. K5609,O157:H7 Str. K5609,undefined,undefined,undefined,K5609,O157:H7,undefined,undefined,undefined,United States
public_2840228,genbank: JJMA00000000.1,1-176-05_S1_C2,1-176-05_S1_C2,undefined,undefined,Homo sapiens (human),1-176-05_S1_C2,undefined,2009-01-13,Stool,undefined,Tanzania
public_2860884,genbank: JNQC00000000.1,1-250-04_S1_C2,1-250-04_S1_C2,undefined,undefined,Homo sapiens (human),1-250-04_S1_C2,undefined,2009-01-12,Stool,undefined,Tanzania
public_2710811,genbank: APYK00000000.1,P0299917.10,P0299917.10,undefined,undefined,Homo sapiens (human),P0299917.10,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2840793,genbank: JJME00000000.1,2-005-03_S1_C1,2-005-03_S1_C1,undefined,undefined,Homo sapiens (human),2-005-03_S1_C1,undefined,2009-01-23,Stool,undefined,Tanzania
public_2606698,genbank: AIGG00000000.1,DEC8B,DEC8B,unassigned,2a,Homo sapiens (human),DEC8B,O111:H8,1986-01-01,undefined,undefined,"Idaho, USA"
public_2681010,genbank: ANTG00000000.1,KTE191,KTE191,undefined,undefined,Homo sapiens (human),KTE191,undefined,2010-01-01,undefined,undefined,undefined
public_2698466,genbank: AOQY00000000.1,TOP2662-3,TOP2662-3,undefined,undefined,Homo sapiens (human),TOP2662-3,undefined,2005-04-27,Stool,undefined,"Seattle, WA, USA"
public_2680961,genbank: ANTF00000000.1,KTE189,KTE189,undefined,undefined,Homo sapiens (human),KTE189,undefined,2010-01-01,undefined,undefined,undefined
public_2632545,genbank: AKLU00000000.1,TW07945,TW07945,undefined,2a,Homo sapiens (human),TW07945,O157:H7,1998-01-01,undefined,undefined,United States
public_2680763,genbank: ANTB00000000.1,KTE178,KTE178,undefined,undefined,Homo sapiens (human),KTE178,undefined,2010-01-01,undefined,undefined,undefined
public_2727980,genbank: AQBW00000000.1,p0305293.15,p0305293.15,undefined,undefined,Homo sapiens (human),p0305293.15,undefined,undefined,Stool,undefined,Bangladesh
public_2749450,genbank: AVQT00000000.1,B107,B107,1a,2a,Homo sapiens (human),B107,O157:H7,1998-01-01,undefined,undefined,"Washington, DC, USA"
public_2607243,genbank: AIGN00000000.1,DEC9D,DEC9D,undefined,undefined,Homo sapiens (human),DEC9D,O26:H11,1967-01-01,undefined,undefined,Denmark
public_2642559,genbank: AKNI00000000.1,EPEC C342-62,EPEC C342-62,undefined,undefined,Homo sapiens (human),EPEC C342-62,undefined,undefined,Stool,undefined,undefined
public_2731984,genbank: AQCV00000000.1,MP021017.11,MP021017.11,undefined,undefined,Homo sapiens (human),MP021017.11,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2732141,genbank: AQCW00000000.1,MP021017.10,MP021017.10,undefined,undefined,Homo sapiens (human),MP021017.10,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2793074,genbank: JHFE00000000.1,O111:NM Str. 2010C-4221,O111:NM Str. 2010C-4221,1a,undefined,undefined,2010C-4221,O111:NM,undefined,undefined,undefined,United States
public_2813218,genbank: JHJW00000000.1,O6:H16 Str. 99-3165,O6:H16 Str. 99-3165,undefined,undefined,undefined,99-3165,O6:H16,undefined,undefined,undefined,United States
public_2829716,genbank: JHND00000000.1,O26:H11 Str. 2010C-4430,O26:H11 Str. 2010C-4430,1a,undefined,undefined,2010C-4430,O26:H11,undefined,undefined,undefined,United States
public_2876815,genbank: JORK00000000.1,6-175-07_S4_C3,6-175-07_S4_C3,undefined,undefined,Homo sapiens (human),6-175-07_S4_C3,undefined,2009-07-07,Stool,undefined,Tanzania
public_2852474,genbank: JNMZ00000000.1,4-203-08_S4_C3,4-203-08_S4_C3,undefined,undefined,Homo sapiens (human),4-203-08_S4_C3,undefined,2009-07-10,Stool,undefined,Tanzania
public_2835803,genbank: JICD00000000.1,S7380,S7380,undefined,undefined,Homo sapiens (human),S7380,undefined,undefined,Stool,undefined,Kenya
public_2619147,genbank: AKBA00000000.1,O26:H11 Str. CVM10030,O26:H11 Str. CVM10030,1a,undefined,Bos taurus (cow),CVM10030,O26:H11,1995-01-01,undefined,undefined,undefined
public_2597307,genbank: AIBM00000000.1,C732_98,C732_98,undefined,undefined,Homo sapiens (human),C732_98,undefined,undefined,Stool,undefined,Israel
public_2681589,genbank: ANTS00000000.1,KTE220,KTE220,undefined,undefined,Homo sapiens (human),KTE220,undefined,2010-01-01,undefined,undefined,undefined
public_2606206,genbank: AIGA00000000.1,DEC7A,DEC7A,undefined,undefined,Sus scrofa (pig),DEC7A,O157:H43,1975-01-01,undefined,undefined,"Pennsylvania, USA"
public_2809176,genbank: JHIW00000000.1,O157:H7 Str. K2188,O157:H7 Str. K2188,1a,2a,undefined,K2188,O157:H7,undefined,undefined,undefined,United States
public_2856715,genbank: JNPC00000000.1,2-156-04_S1_C1,2-156-04_S1_C1,undefined,undefined,Homo sapiens (human),2-156-04_S1_C1,undefined,2009-01-23,Stool,undefined,Tanzania
public_2593310,genbank: AIAZ00000000.1,C458_10,C458_10,undefined,undefined,Homo sapiens (human),C458_10,undefined,undefined,Stool,undefined,Denmark
public_2793715,genbank: JHFH00000000.1,O26:H11 Str. 2010C-3902,O26:H11 Str. 2010C-3902,1a,2a,undefined,2010C-3902,O26:H11,undefined,undefined,undefined,United States
public_2647676,genbank: AMTR00000000.1,PA34,PA34,undefined,2a,Homo sapiens (human),PA34,O157:H7,2008-01-01,undefined,undefined,United States
public_2847028,genbank: JMUW00000000.1,BIDMC 58,BIDMC 58,undefined,undefined,Homo sapiens (human),BIDMC 58,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2792616,genbank: JHFC00000000.1,O121:H19 Str. 2010C-4254,O121:H19 Str. 2010C-4254,undefined,2a,undefined,2010C-4254,O121:H19,undefined,undefined,undefined,United States
public_2829621,genbank: JHNC00000000.1,O103:H2 Str. 2010C-4433,O103:H2 Str. 2010C-4433,1a,undefined,undefined,2010C-4433,O103:H2,undefined,undefined,undefined,United States
public_2786616,genbank: JDFU00000000.2,E1140,E1140,undefined,undefined,Environmental source,E1140,undefined,2009-01-01,marine sediment,undefined,Hong Kong
